sequence,commit,parents,date,author,subject
132,06988373265054f9cde04874f4d943f4f24c4b7f,5a4fca1daf1e6698f1c6af402699da4bd3d76b58,2026-05-15T10:54:45-05:00,illi,shotgun: remove SSH verify gate (v6e SSH takes 5-10min after ACTIVE; SCP is the real check)
133,df78f3e3dc28b211999a8d76a13b441d4f558e23,06988373265054f9cde04874f4d943f4f24c4b7f,2026-05-15T11:49:31-05:00,illi,shotgun: add 3min SSH warm-up + ConnectTimeout=120 on SCP/SSH (fixes v6e first-boot hang)
134,b61a7ec7914978583181bef30ae0a210ec265cf1,df78f3e3dc28b211999a8d76a13b441d4f558e23,2026-05-15T20:02:52-05:00,illi,shotgun: remove all plink-incompatible SSH flags (gcloud+plink is native on Windows)
135,f280d7de18ba3079c8d811298e825685a001f900,b61a7ec7914978583181bef30ae0a210ec265cf1,2026-05-16T20:20:41-05:00,illi,"Program N1/N2: Jacobian-calibrated controller, susceptibility-gated alpha, sparsity penalty"
136,deb0c1c8156c16c1f9af922b875d2196fc9172dd,f280d7de18ba3079c8d811298e825685a001f900,2026-05-16T20:32:22-05:00,illi,N3: regime-conditioned lambda_eff (complementary gate to alpha_eff)
137,84ec90aa28e7f36906991a6e73241139a23c71bd,deb0c1c8156c16c1f9af922b875d2196fc9172dd,2026-05-16T20:57:45-05:00,illi,N4: disable dx_norm from stable-basin condition (shot noise floor)
138,df28505451326c7c97b7c1cb8eb31a9f4e638dc2,84ec90aa28e7f36906991a6e73241139a23c71bd,2026-05-16T21:09:26-05:00,illi,N5: D_eff-only stable basin -- disable susceptibility threshold
139,38545fe0681a7539194dfc51fc0f4871dfbde3af,df28505451326c7c97b7c1cb8eb31a9f4e638dc2,2026-05-16T21:38:54-05:00,illi,N6: null-prediction kill switch + disorder detection gradient gate
140,fadf507bc890f374eedefc4ce8c113e4ff3d5a7c,38545fe0681a7539194dfc51fc0f4871dfbde3af,2026-05-16T22:10:57-05:00,illi,N7: stable-basin early return -- revert N6 changes
141,c7e3aabd13f0bb6860555dc10e532d8b3724bedb,fadf507bc890f374eedefc4ce8c113e4ff3d5a7c,2026-05-17T10:08:18-05:00,illi,N8: fragility-aware veto on front_v
142,29e737d0c7446d3d92102dbc5a2ca0ff9a050f4e,c7e3aabd13f0bb6860555dc10e532d8b3724bedb,2026-05-17T20:23:05-05:00,illi,N9: raise LAMBDA_SPARSE 0.02->0.06; retire N8 front_v veto
143,6b469800707b1e7cc42f140a5d62b1301b5ebeda,29e737d0c7446d3d92102dbc5a2ca0ff9a050f4e,2026-05-17T20:45:21-05:00,illi,"N10a: W3 confidence characterization script (B=50, CI + eta_ctrl + timing)"
144,a057e20d1409ba9c07db7346e868901593d9b32e,6b469800707b1e7cc42f140a5d62b1301b5ebeda,2026-05-17T21:06:17-05:00,illi,Fix: guard haware KeyError for partial controller runs; fix PS done-check array cast
145,4a420f4724cdc6d06b6aecd8eb509caae3f496f3,a057e20d1409ba9c07db7346e868901593d9b32e,2026-05-17T21:51:10-05:00,illi,Fix: Python version gate in Launch-Experiment -- skip v4 nodes (Python 3.8 incompatible with jaxlib 0.4.13); prevent infinite JAX retry loop
146,4aec159a90e4e2947e9ffa746f61b8a735fd5541,4a420f4724cdc6d06b6aecd8eb509caae3f496f3,2026-05-17T22:18:28-05:00,illi,"N10a complete: W3 intervention-neutral boundary confirmed (B=50, CI=[-0.771,+0.003]); Python version gate; v6e zone priority; haware KeyError fix"
147,5e99aee71aac80610562588adb34aad12b0d39e1,4aec159a90e4e2947e9ffa746f61b8a735fd5541,2026-05-17T22:20:09-05:00,illi,"RESEARCH_LOG: N3-N10a full narrative, control-phase hierarchy, Program O design"
148,d8ec209c8a0c6e98bbd874cc1b118827b65e0afe,5e99aee71aac80610562588adb34aad12b0d39e1,2026-05-17T22:27:06-05:00,illi,Program O: encoded-state recoverability script + plan (smoke test passed)
149,e4ce8d446717d5f6499e1ac90e2662fb0069366c,d8ec209c8a0c6e98bbd874cc1b118827b65e0afe,2026-05-17T22:28:38-05:00,illi,Launcher: add -Script/-ProbeFamilies/-RunChirp params for Program O support
150,d41d3805b829aaaa55eac7a1488d6726a4555013,e4ce8d446717d5f6499e1ac90e2662fb0069366c,2026-05-17T23:04:33-05:00,illi,"Launcher: version-adaptive JAX install -- v4/py3.8 gets jax==0.4.13 pinned, v6e/py3.10 gets tpu index; v4 is now valid fallback not dead end"
151,f5fa97648d7e346f41d5dc2ec97f6b04ebdb7eb5,d41d3805b829aaaa55eac7a1488d6726a4555013,2026-05-17T23:07:50-05:00,illi,"TRC compliance: trap block ensures Delete-All runs on any abnormal script exit (Ctrl+C, error)"
152,594625ed22736208385aa20911b9a5f216492718,f5fa97648d7e346f41d5dc2ec97f6b04ebdb7eb5,2026-05-17T23:21:46-05:00,illi,Revert v4 to clean skip: jaxlib 0.4.13 v4-TPU wheel does not exist on any index; prevents infinite gcloud SSH retry loop
153,4ae5d0315df5f87cf9e959dc95cb4ff6560d6a64,594625ed22736208385aa20911b9a5f216492718,2026-05-17T23:45:48-05:00,illi,"Shotgun: re-queue any zone stuck PROVISIONING >15min, WAITING_FOR_RESOURCES resets timer"
154,fa24d25c8969ef870c3d49d649987593849af63a,4ae5d0315df5f87cf9e959dc95cb4ff6560d6a64,2026-05-18T00:23:12-05:00,illi,"Single-SSH atomic setup: Python check + JAX install in one round trip, StrictHostKeyChecking=no -- eliminates fingerprint delay and minimizes preemption window"
155,68cd91596dc9de8226360a0f10796929af0e59d7,fa24d25c8969ef870c3d49d649987593849af63a,2026-05-18T00:52:54-05:00,illi,Fix winner guard: clear Winner on setup failure so ACTIVE zone can be immediately re-selected; remove QRName exclusion guard
156,b577b25df216cb6d6710a2de91664364afcb6166,68cd91596dc9de8226360a0f10796929af0e59d7,2026-05-18T01:05:37-05:00,illi,Revert SSH to working 'y' pipe pattern -- StrictHostKeyChecking=no broke TPU VM SSH that was working for weeks
157,a87099e537af0cd46aa84016f24cc6b7d9c4f3ec,b577b25df216cb6d6710a2de91664364afcb6166,2026-05-18T09:52:27-05:00,illi,Requeue FAILED/SUSPENDED zones immediately; fix AccelType->Type bug in requeue command
158,98cb469f6a0b9a92d8c8ad8c66ec237fc98d1fa9,a87099e537af0cd46aa84016f24cc6b7d9c4f3ec,2026-05-18T09:57:03-05:00,illi,Fix v5e accelerator type: v5e-8 -> v5litepod-8 per TRC quota config
159,d76ff62b1872b5203a386e21550d43332950c6b1,98cb469f6a0b9a92d8c8ad8c66ec237fc98d1fa9,2026-05-18T10:13:40-05:00,illi,Fix v5e: v5litepod-4 (4 chips) matches TRC quota limit per zone
160,741a2a32a9c27c6f2eb65ef50be342e13b91a3b6,d76ff62b1872b5203a386e21550d43332950c6b1,2026-05-18T11:04:50-05:00,illi,"Program O results: agnostic rescues static collapse across all disorder regimes (57/60 PASS, OAT delta_F=+0.640, W3 delta_F=+0.459)"
161,8f119f2f3856f4e3156b6f027ee61d0fc655fe8f,741a2a32a9c27c6f2eb65ef50be342e13b91a3b6,2026-05-18T11:16:29-05:00,illi,"Add Program P: Partial Information Recovery -- phase encoding, degradation channels, reconstruction metrics (MAE/R2/MI)"
162,6806e055a608ab0f31e2c350efb6e2a9120131f0,8f119f2f3856f4e3156b6f027ee61d0fc655fe8f,2026-05-18T11:34:26-05:00,illi,"Launcher: add -KeepAlive, -ExtraArgs, program_p routing, fix SCP path, fix launch label"
163,24a661deef51dfa9e21e8074ef9b4a672b4b0f2f,6806e055a608ab0f31e2c350efb6e2a9120131f0,2026-05-18T12:41:17-05:00,illi,Fix null doneVal crash on preemption; guard .Trim() call
164,7a01701e4392156d0204b67306b3d898fa041001,24a661deef51dfa9e21e8074ef9b4a672b4b0f2f,2026-05-18T12:43:33-05:00,illi,Add --n-phases CLI arg to program_p for scope control
165,4aec647237e1d72710eb328371c7f1b138567376,7a01701e4392156d0204b67306b3d898fa041001,2026-05-18T13:35:36-05:00,illi,"Enhance Get-QRState and candidate polling to immediately detect PREEMPTED and TERMINATED VM states, preventing 5-minute SSH timeouts"
166,5f4dbf1a9aafbda0128a7242a159a071d0a3377b,4aec647237e1d72710eb328371c7f1b138567376,2026-05-18T14:01:57-05:00,illi,"Fix critical bug: stop requeuing on PROVISIONING, which was kicking us to back of GCP queue every 15min"
167,744474551328a4112d4b0e9e082f871f1d3ef69c,5f4dbf1a9aafbda0128a7242a159a071d0a3377b,2026-05-18T14:19:13-05:00,illi,Add -u flag to all python3 execution patterns in parallel launcher to ensure unbuffered streams
168,c14592beefc60d712da3aa0c4ccd4fef86a27bc2,744474551328a4112d4b0e9e082f871f1d3ef69c,2026-05-19T12:30:24-05:00,illi,"feat: add Program Q, R, and S1 results summary & code implementations"
169,f5743284810369dfe575b980756a8b02151c161a,c14592beefc60d712da3aa0c4ccd4fef86a27bc2,2026-05-19T16:41:18-05:00,illi,Add Program T TPU implementation and parallel shotgun launcher
170,0c8ecc3e075e21d186b27c97fd6366141cab2e64,f5743284810369dfe575b980756a8b02151c161a,2026-05-19T21:02:55-05:00,illi,Add Program T N12 results and JAX/TPU exact diagonalization optimizations
171,9fb89aab28d4766f207b9751641052bd2ec76bce,0c8ecc3e075e21d186b27c97fd6366141cab2e64,2026-05-19T21:11:58-05:00,illi,Implement Program U hardware CPTP Kraus simulation and shotgun launcher
172,e3334a98a7bf072f5b0ffcb6b599ee17ff19b529,9fb89aab28d4766f207b9751641052bd2ec76bce,2026-05-19T22:48:43-05:00,illi,Optimize density matrix simulation and run Program U on TPU node
173,5797fea6952da82c036814675477c8d616a4d41d,e3334a98a7bf072f5b0ffcb6b599ee17ff19b529,2026-05-19T23:04:31-05:00,illi,Implement Program V adaptive entanglement-assisted state transfer and launcher
174,38e11531d4f0095c126418601a9c4bb67f89efdb,5797fea6952da82c036814675477c8d616a4d41d,2026-05-19T23:08:20-05:00,illi,Refactor Program V to be 100% JAX-Native for maximum TPU optimization
175,2e270d441aec424ab1582166795150d74f147f0a,38e11531d4f0095c126418601a9c4bb67f89efdb,2026-05-20T00:04:59-05:00,illi,Optimize Program V JAX tracing and execute on TPU cluster
176,154755ace46ff6918f6bded1ed0b4343d6eb943c,2e270d441aec424ab1582166795150d74f147f0a,2026-05-20T00:18:35-05:00,illi,Implement Program V2 multi-regime threshold scan and launcher
177,e21d5e07da9801362ba9653d30e24bbb13c6eb3a,154755ace46ff6918f6bded1ed0b4343d6eb943c,2026-05-20T18:26:51-05:00,illi,feat: complete JAX-native Program X calibration and flagship execution sweeps on Cloud TPUs
178,b48122174bdd8443d41310ce168a0b414eb1b919,e21d5e07da9801362ba9653d30e24bbb13c6eb3a,2026-05-20T21:38:59-05:00,illi,feat: complete Program Y MERA logical preservation scaling study on Cloud TPU
179,2bdc8d4fd7a71a98296e9c3630ae0d94700d7f8f,b48122174bdd8443d41310ce168a0b414eb1b919,2026-05-21T06:53:10-05:00,illi,feat: complete Program Z scale-resolved MERA recoverability study on Cloud TPU
180,831e9d5814f0d8a4a2d18fd3d2d381dca8b3218e,2bdc8d4fd7a71a98296e9c3630ae0d94700d7f8f,2026-05-21T07:45:45-05:00,illi,feat: complete Program AA renormalized observable reconstruction study
181,47741566429762cdcb1cea4705f4e74233a12f49,831e9d5814f0d8a4a2d18fd3d2d381dca8b3218e,2026-05-21T08:56:46-05:00,illi,feat: add robust MERA depth-level checkpointing and resumption to Program AB
182,6fad43ce289695312750b99db61430e1357db4f9,47741566429762cdcb1cea4705f4e74233a12f49,2026-05-21T10:12:26-05:00,illi,"Add Program AD-lite: Sequential Semantic Transport with Correlated-Channel Memory Injection, Hungarian Frame Decoder, and Time-shuffled relational geometries"
183,644654bdb91e35e6352a44cd67fa32baa66db0d5,6fad43ce289695312750b99db61430e1357db4f9,2026-05-21T12:04:30-05:00,illi,"Complete Program AE: Dynamic Logical Frame Transport, step-by-step Hungarian co-moving decoder, and full TPU production sweep"
184,33b87532322a8f2e1992b8bdaeb249257e5d5462,644654bdb91e35e6352a44cd67fa32baa66db0d5,2026-05-21T16:06:55-05:00,illi,docs: finalize Program AF with successful TPU completion for Depth 4; fix summary printout KeyError; add full json checkpoint results
185,aff39a4277be9007dcd44750a10c406e31956b5b,33b87532322a8f2e1992b8bdaeb249257e5d5462,2026-05-21T18:52:11-05:00,illi,feat(tpu): refactor MERA trajectory simulator and decoders with static compilation and ensemble batching
186,4e9bb6306f369a53d60789e61b5b2a448342f097,aff39a4277be9007dcd44750a10c406e31956b5b,2026-05-22T15:13:20-05:00,illi,fix(tpu): resolve dictionary key serialization crash and automate full python module sync in shotgun script
187,67e273024b3530014619be6d6e2a9beb353ab05c,4e9bb6306f369a53d60789e61b5b2a448342f097,2026-05-22T15:14:39-05:00,illi,docs(tpu): add recovered MERA Depth 2 trajectory analysis results
188,691b2ed1cf85cbcf87447c8538d9866aef640d2d,67e273024b3530014619be6d6e2a9beb353ab05c,2026-05-22T16:45:34-05:00,cityzen,"Implement Program AH: Semantic Normal Modes (DMD, Koopman, RNN, Ablations)"
189,bcd6ad84df95c697ecb110e18bb7160f68d4332e,691b2ed1cf85cbcf87447c8538d9866aef640d2d,2026-05-23T09:35:37-05:00,illi,docs/perf: Program AH native 8-core jax.pmap TPU parallelization and result data
190,3faa8e065273c2383c63994d20d55cf09ea15def,bcd6ad84df95c697ecb110e18bb7160f68d4332e,2026-05-23T18:10:03-05:00,illi,"Complete Program AJ execution, generate saturated phase diagram baseline, and update research log"
191,b96555ed1272c9e78be9e53b81c49a6ff62f85c9,3faa8e065273c2383c63994d20d55cf09ea15def,2026-05-24T14:59:31-05:00,illi,Optimize Program AL: Decouple dynamic Haar matrices from static MERA topology to fix JAX recompilation bottleneck
192,0663c20318dedaaccce97cfc883f2c0d3a7e2d88,b96555ed1272c9e78be9e53b81c49a6ff62f85c9,2026-05-26T12:15:07-05:00,illi,Program AO focused analysis and decoder guidance
193,5b1f8fb88a2530df2f70ccf31d685d2f16b7e02d,0663c20318dedaaccce97cfc883f2c0d3a7e2d88,2026-05-27T21:16:53-05:00,illi,"Program AP-T adaptive-alpha run, docs, and runner updates"
194,a580b962ccb90ad7dfaa493b5a1fe97fb696274b,5b1f8fb88a2530df2f70ccf31d685d2f16b7e02d,2026-05-31T10:33:11-05:00,illi,AQ-IMG: document results; add lite codec gate and launcher timeout
195,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,a580b962ccb90ad7dfaa493b5a1fe97fb696274b,2026-05-31T10:52:02-05:00,illi,Docs: AQ/AQ-IMG results + TRC TPU bible; update AO recovery
196,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,b91596dc79bf99bfa5ac81d19d187e97d45a84a3,2026-06-03T23:21:25-05:00,illi,Record AQ YINYANG ordered recovery milestone
197,d19d973980239690d006f85dcc2094e72b51fdb4,c016eb0a0bcd14eb0d12cf43a5d0ce64be93ab10,2026-06-04T01:49:07-05:00,illi,Document AQ-STREAM image results and v2 pair fix
198,3c22f35f2c7295cdc4bb6e6c627020363ede5535,d19d973980239690d006f85dcc2094e72b51fdb4,2026-06-04T16:53:09-05:00,illi,Add AQ stream-2 recovery path
199,05ed17b40a227a45278410f2fff4642a08a4fb45,3c22f35f2c7295cdc4bb6e6c627020363ede5535,2026-06-04T18:27:35-05:00,illi,Document AQ stream-2 results
200,dcf54b84aecb29c1faf7c917d547fa1b458edc9d,05ed17b40a227a45278410f2fff4642a08a4fb45,2026-06-05T14:59:29-05:00,illi,"Add Program AQ: SO(3) kernel-Galerkin TPU plan for Collins Corollary 6.6.8. LaTeX plan for completing Collins (UH Manoa 2021) Corollary 6.6.8 / Remark 6.6.9 on TPU. Includes Wigner-D setup, three-term error decomposition, oversampling condition, TN-GP bridge via Euler-angle factorization, JAX implementation plan. Reference papers included."
201,f5b8ba72e4d22be8e9b5a43ee4e962a78fa09416,dcf54b84aecb29c1faf7c917d547fa1b458edc9d,2026-06-05T17:02:03-05:00,illi,"Revise Program AQ plan: CPD kernel, auxiliary space, known-u verification, SO3 datasets, 10x oversampling"
202,09122404b2789ebbe93872395c2fa1222f6901ad,f5b8ba72e4d22be8e9b5a43ee4e962a78fa09416,2026-06-05T23:22:32-05:00,illi,Add Program AQ certified TPU diagnostics
203,f5b9d6533ed0e1a2bf154cab16e38d0d9d033f01,09122404b2789ebbe93872395c2fa1222f6901ad,2026-06-05T23:55:42-05:00,illi,Add Program AQ confidence TPU run
204,50f14f51d17a69da03ce6368765ef84caf9e3864,f5b9d6533ed0e1a2bf154cab16e38d0d9d033f01,2026-06-07T19:27:44-05:00,illi,Add Chronos TPU experiment package and 0b run analysis
205,deac28b2ae9371401332412b21a6119a383a5c16,50f14f51d17a69da03ce6368765ef84caf9e3864,2026-06-08T11:28:14-05:00,illi,moved so3 script to kernel folder and updated docs
206,88ca6f0fdff3c33889a523a814cb380c3b692541,deac28b2ae9371401332412b21a6119a383a5c16,2026-06-08T11:54:11-05:00,illi,add TPU guide for mathematicians and stage the run orchestrator script
207,5de06130cbf0c0f4c4c8755d0d9decbf40cc5330,88ca6f0fdff3c33889a523a814cb380c3b692541,2026-06-08T11:57:58-05:00,illi,"copy shotgun launcher into kernel/ for standalone use, fix internal paths, update guide layout"
208,e6a2158727e0d253d705d16491c5dcc31dee3542,5de06130cbf0c0f4c4c8755d0d9decbf40cc5330,2026-06-09T15:43:11-05:00,illi,updated docs
209,ad5b9142546f305545cec7db8bcf42fed06cd790,e6a2158727e0d253d705d16491c5dcc31dee3542,2026-06-13T13:13:51-05:00,illi,Document CHRONOS Schumann replication runs
210,bc154b25227107fb04705e626166668abc0a3cce,ad5b9142546f305545cec7db8bcf42fed06cd790,2026-06-14T17:06:08-05:00,illi,Add CHRONOS temporal-geometry and drift diagnostics
211,87c2501c20fbbbc3cb2de8191e10c8d8028ed4b1,bc154b25227107fb04705e626166668abc0a3cce,2026-06-15T12:22:50-05:00,illi,Document Page-Wootters D-LinOSS noise diagnosis handoff
212,f5dddef9923a300c94382c2192a2a184e9337614,87c2501c20fbbbc3cb2de8191e10c8d8028ed4b1,2026-06-20T11:39:53-05:00,illi,Add TRAPPIST DREAMS branch closeout records
213,829d029602405dc890234fbc01ca64c8e19c97a4,f5dddef9923a300c94382c2192a2a184e9337614,2026-06-20T11:49:34-05:00,illi,Clarify TRAPPIST observables and failure modes
214,0a3c89f9081c12de9042d2edd1c22a1b66b824a8,829d029602405dc890234fbc01ca64c8e19c97a4,2026-06-20T12:53:13-05:00,illi,Correct TRAPPIST pipeline-stage interpretation
215,df331df826427f26e766f6f664b265a819d6c546,0a3c89f9081c12de9042d2edd1c22a1b66b824a8,2026-06-20T13:40:26-05:00,illi,Add MPS spectral capacity gate and GLIMPSE audit
216,8e272006d367247ba859aafd988f1bf9189e42a7,df331df826427f26e766f6f664b265a819d6c546,2026-06-20T13:42:11-05:00,illi,Harden MPS TPU pmap deployment
217,158bb4ed397fde08fe56f9e8b4c69000cab000d0,8e272006d367247ba859aafd988f1bf9189e42a7,2026-06-20T14:34:38-05:00,illi,Record MPS spectral capacity result
218,88adba7b327919de8a61184fb149e98b923d6854,158bb4ed397fde08fe56f9e8b4c69000cab000d0,2026-06-20T14:46:16-05:00,illi,Add explicit mask-channel MPS follow-up
